CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
ROSEMONT,Commercial Break & Enter,,,,1,,,3,,1,1,,
ROSEMONT,Theft OF Vehicle,,1,,,,,,,,,,
ROSEMONT,Theft FROM Vehicle,3,1,,,,2,1,1,3,,,
ROSEMONT,Social Disorder,1,8,4,2,8,12,8,12,5,3,5,3
ROSEMONT,Physical Disorder,2,,,,,,,,,1,1,1
,,,,,,,,,,,,,
ROSSCARROCK,Assault (Non-domestic),1,1,1,3,3,2,3,1,2,3,2,4
ROSSCARROCK,Commercial Robbery,,,,,,,,,,2,,1
ROSSCARROCK,Street Robbery,1,,,,,,1,,,,1,
ROSSCARROCK,Violence  'Other' (Non-domestic),1,1,2,,,1,1,1,3,,,
ROSSCARROCK,Residential Break & Enter,,,,3,,,1,4,2,2,2,3
ROSSCARROCK,Commercial Break & Enter,,,,,1,,1,,1,1,,1
ROSSCARROCK,Theft OF Vehicle,5,1,2,,1,1,,1,2,,2,3
ROSSCARROCK,Theft FROM Vehicle,3,8,5,4,2,7,2,4,3,3,3,3
ROSSCARROCK,Social Disorder,56,51,59,57,76,64,70,76,93,63,71,50
ROSSCARROCK,Physical Disorder,1,3,3,2,2,2,4,2,3,5,3,4
,,,,,,,,,,,,,
ROXBORO,Assault (Non-domestic),,,,,,,,,,,,
ROXBORO,Commercial Robbery,,,,,,,,,,,,
ROXBORO,Street Robbery,,,,,,,,,,,,
ROXBORO,Violence  'Other' (Non-domestic),,1,,,,,,,,,,
ROXBORO,Residential Break & Enter,,,,,1,,1,,,,,
ROXBORO,Commercial Break & Enter,,1,,,,,,,,,,
ROXBORO,Theft OF Vehicle,,,,,,,,,,,,
ROXBORO,Theft FROM Vehicle,,,1,,2,,1,,1,,,1
ROXBORO,Social Disorder,,,1,6,4,4,4,2,1,,,1
ROXBORO,Physical Disorder,,,,,,,,,1,1,,
,,,,,,,,,,,,,
ROYAL OAK,Assault (Non-domestic),,,,,1,,,,,,,
ROYAL OAK,Commercial Robbery,,,,,,,,,,,,
ROYAL OAK,Street Robbery,,,,,,,,,,1,,
ROYAL OAK,Violence  'Other' (Non-domestic),,,,,,,,1,,1,1,1
ROYAL OAK,Residential Break & Enter,,3,5,2,1,3,1,,2,4,3,1
ROYAL OAK,Commercial Break & Enter,,,1,,,2,,,,,,
ROYAL OAK,Theft OF Vehicle,1,2,4,2,1,3,2,2,3,,2,3
ROYAL OAK,Theft FROM Vehicle,6,6,4,,4,9,8,2,6,4,3,2
ROYAL OAK,Social Disorder,18,17,24,33,17,19,21,25,20,13,22,18
ROYAL OAK,Physical Disorder,6,,1,3,3,2,1,1,3,4,1,
,,,,,,,,,,,,,
ROYAL VISTA,Assault (Non-domestic),,,,,,,,,,,,
ROYAL VISTA,Commercial Robbery,,,,,,,,,,,,
ROYAL VISTA,Street Robbery,,,,,,,,,,,,
ROYAL VISTA,Violence  'Other' (Non-domestic),,,,,,,,,,,,
ROYAL VISTA,Residential Break & Enter,,,,,,,,,,,,
ROYAL VISTA,Commercial Break & Enter,,,,,,,,,,,,
ROYAL VISTA,Theft OF Vehicle,,,,,,,,,,,,1
ROYAL VISTA,Theft FROM Vehicle,,,,,,,,,,,,1
ROYAL VISTA,Social Disorder,11,12,12,8,7,11,6,4,4,8,5,4
ROYAL VISTA,Physical Disorder,1,1,,1,,,,,2,1,1,1
,,,,,,,,,,,,,
RUNDLE,Assault (Non-domestic),4,,5,,3,5,4,3,1,1,3,2
RUNDLE,Commercial Robbery,,1,,,,,,1,,,,1
RUNDLE,Street Robbery,2,1,,,1,1,,,,,,
RUNDLE,Violence  'Other' (Non-domestic),1,3,2,,,1,2,2,4,,,2
RUNDLE,Residential Break & Enter,1,4,1,10,9,5,5,10,1,4,3,4
RUNDLE,Commercial Break & Enter,4,1,1,2,1,1,,,,,1,1
RUNDLE,Theft OF Vehicle,1,4,6,1,9,6,11,5,4,6,2,5
RUNDLE,Theft FROM Vehicle,6,3,3,5,5,10,6,12,,5,5,8
RUNDLE,Social Disorder,58,65,65,78,76,83,88,73,60,54,65,46
RUNDLE,Physical Disorder,11,6,4,8,3,7,4,3,7,8,4,3
,,,,,,,,,,,,,
RUTLAND PARK,Assault (Non-domestic),,,,,,,,,,1,,
RUTLAND PARK,Commercial Robbery,,,,,,,,,,,,
RUTLAND PARK,Street Robbery,,,,,,,,,,,,
RUTLAND PARK,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
RUTLAND PARK,Residential Break & Enter,,1,,,,,1,,1,2,,1
RUTLAND PARK,Commercial Break & Enter,,,,,,,,1,,,,
RUTLAND PARK,Theft OF Vehicle,1,2,1,,,,3,,3,,4,2
RUTLAND PARK,Theft FROM Vehicle,,,,3,,1,3,,2,1,2,1
RUTLAND PARK,Social Disorder,5,10,2,16,12,10,8,9,8,16,9,6
RUTLAND PARK,Physical Disorder,1,,1,,1,1,1,,1,,,2
,,,,,,,,,,,,,
SADDLE RIDGE,Assault (Non-domestic),,,,,1,,,,,6,2,1
SADDLE RIDGE,Commercial Robbery,,,,,,,,,,,,
SADDLE RIDGE,Street Robbery,1,,,,1,,,,,2,,
SADDLE RIDGE,Violence  'Other' (Non-domestic),1,,,,,1,,1,1,,1,
SADDLE RIDGE,Residential Break & Enter,3,1,4,3,1,2,1,,3,4,4,1
SADDLE RIDGE,Commercial Break & Enter,1,,,2,1,,1,1,,2,2,1
SADDLE RIDGE,Theft OF Vehicle,2,1,3,5,1,5,1,2,7,6,15,8
SADDLE RIDGE,Theft FROM Vehicle,9,2,2,4,4,3,14,11,13,13,11,9
SADDLE RIDGE,Social Disorder,58,35,48,56,38,54,80,58,66,45,49,48
SADDLE RIDGE,Physical Disorder,4,1,4,7,4,4,6,10,2,7,5,4
,,,,,,,,,,,,,
SADDLE RIDGE INDUSTRIAL,Assault (Non-domestic),1,2,1,,1,,3,,,,1,
SADDLE RIDGE INDUSTRIAL,Commercial Robbery,,,,,,,,,,,,
SADDLE RIDGE INDUSTRIAL,Street Robbery,,,,1,2,,1,,,,,
SADDLE RIDGE INDUSTRIAL,Violence  'Other' (Non-domestic),,,,,,1,,,1,,,
SADDLE RIDGE INDUSTRIAL,Residential Break & Enter,,,,,,,,,,,,
SADDLE RIDGE INDUSTRIAL,Commercial Break & Enter,,,,1,1,,,,,1,,
SADDLE RIDGE INDUSTRIAL,Theft OF Vehicle,3,1,2,1,3,2,1,1,,,2,
SADDLE RIDGE INDUSTRIAL,Theft FROM Vehicle,1,3,1,2,1,2,,1,1,,,
SADDLE RIDGE INDUSTRIAL,Social Disorder,4,,2,6,4,3,5,2,2,2,3,2
SADDLE RIDGE INDUSTRIAL,Physical Disorder,1,,1,2,,2,2,1,1,,1,
,,,,,,,,,,,,,
SAGE HILL,Assault (Non-domestic),,1,,,,,,,,,,
SAGE HILL,Commercial Robbery,,,,,,,,,,,,
SAGE HILL,Street Robbery,,,,,1,,,,,,,
SAGE HILL,Violence  'Other' (Non-domestic),1,,,,,,,,,,,
SAGE HILL,Residential Break & Enter,1,2,2,1,1,,2,1,2,1,,
SAGE HILL,Commercial Break & Enter,,,,2,1,,,,,,,1
SAGE HILL,Theft OF Vehicle,1,4,1,,1,,,,1,2,1,
SAGE HILL,Theft FROM Vehicle,2,1,2,1,2,2,3,1,1,5,1,
SAGE HILL,Social Disorder,11,10,10,19,7,9,13,6,11,11,9,5
SAGE HILL,Physical Disorder,,2,,2,,1,2,,,1,,
,,,,,,,,,,,,,
SANDSTONE VALLEY,Assault (Non-domestic),,1,1,1,,,1,,1,,,
SANDSTONE VALLEY,Commercial Robbery,,,,,,,,,,,,
SANDSTONE VALLEY,Street Robbery,,,,,,,,,,,,
SANDSTONE VALLEY,Violence  'Other' (Non-domestic),,,2,,,,,,,,,
SANDSTONE VALLEY,Residential Break & Enter,3,7,2,,,3,3,,,2,1,1
SANDSTONE VALLEY,Commercial Break & Enter,1,,,,,,,,,1,,
SANDSTONE VALLEY,Theft OF Vehicle,5,1,1,,,3,2,3,1,,2,4
SANDSTONE VALLEY,Theft FROM Vehicle,7,4,,,2,3,,3,,,1,2
SANDSTONE VALLEY,Social Disorder,11,18,9,14,12,18,22,13,7,10,6,10
SANDSTONE VALLEY,Physical Disorder,1,,3,1,3,3,1,2,2,1,2,
,,,,,,,,,,,,,
SCARBORO,Assault (Non-domestic),,,,,,,,,,,,
SCARBORO,Commercial Robbery,,,,,,,,,,,,
SCARBORO,Street Robbery,,,,,,,,,,,,
SCARBORO,Violence  'Other' (Non-domestic),,,,,,,,1,,,,
SCARBORO,Residential Break & Enter,1,2,2,1,,2,1,1,,1,,1
SCARBORO,Commercial Break & Enter,,,,,,,,,,,,
SCARBORO,Theft OF Vehicle,,,,,3,,,1,1,,2,1
SCARBORO,Theft FROM Vehicle,,,,1,1,,2,1,,1,3,
SCARBORO,Social Disorder,,2,2,4,6,4,6,10,7,2,8,6
SCARBORO,Physical Disorder,,,,1,,,,,,,,
,,,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Assault (Non-domestic),,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Commercial Robbery,,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Street Robbery,,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Violence  'Other' (Non-domestic),,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Residential Break & Enter,,,,,,,,,,1,,1
SCARBORO/ SUNALTA WEST,Commercial Break & Enter,,,,,,,,,,,,
SCARBORO/ SUNALTA WEST,Theft OF Vehicle,,,1,,,,1,,,,,
SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,,2,1,1,,,,,,3,,
SCARBORO/ SUNALTA WEST,Social Disorder,4,1,,3,4,5,2,2,6,2,3,2
SCARBORO/ SUNALTA WEST,Physical Disorder,,1,,2,,,,,,,,
,,,,,,,,,,,,,
SCENIC ACRES,Assault (Non-domestic),,,1,,,,,,,,,
SCENIC ACRES,Commercial Robbery,,,,,,,,,,,,
SCENIC ACRES,Street Robbery,,1,,,,,,,,,,
SCENIC ACRES,Violence  'Other' (Non-domestic),,,,,,,,1,,,,
SCENIC ACRES,Residential Break & Enter,1,,1,,1,2,2,1,4,2,2,1
SCENIC ACRES,Commercial Break & Enter,,,,,,,,,,,,
SCENIC ACRES,Theft OF Vehicle,3,,1,3,2,1,1,1,1,,,
SCENIC ACRES,Theft FROM Vehicle,1,6,7,10,5,6,8,6,4,4,9,3
SCENIC ACRES,Social Disorder,8,6,15,8,15,17,17,13,7,7,14,19
SCENIC ACRES,Physical Disorder,1,2,2,1,1,2,1,1,1,,3,3
,,,,,,,,,,,,,
SECTION 23,Assault (Non-domestic),,,,,,,,,,,,
SECTION 23,Commercial Robbery,,,,,,,,,,,,
SECTION 23,Street Robbery,,,,,,,,,,,,
SECTION 23,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
SECTION 23,Residential Break & Enter,,,,,,1,,,,,,
SECTION 23,Commercial Break & Enter,,1,,5,1,1,,2,1,,,
SECTION 23,Theft OF Vehicle,,,,1,,,,,,,,
SECTION 23,Theft FROM Vehicle,,,,,,1,,,,,,
SECTION 23,Social Disorder,1,1,2,1,1,1,1,1,1,4,4,4
SECTION 23,Physical Disorder,,,,1,,,,1,,,,
,,,,,,,,,,,,,
SETON,Assault (Non-domestic),,2,,1,1,,1,,,,,4
SETON,Commercial Robbery,,,,,,,,,,,,
SETON,Street Robbery,,,,,,,,,,,,
SETON,Violence  'Other' (Non-domestic),1,,,,,,,1,,,1,
SETON,Residential Break & Enter,,,,,,,,,,,,
SETON,Commercial Break & Enter,,,,,,,,,,,,
SETON,Theft OF Vehicle,,,,,,,,,,,,3
SETON,Theft FROM Vehicle,,1,,,,,1,,,,1,
SETON,Social Disorder,9,8,7,6,12,8,7,3,11,11,8,10
SETON,Physical Disorder,,,,,,1,2,,1,,,1
,,,,,,,,,,,,,
SHAGANAPPI,Assault (Non-domestic),3,3,1,3,,,1,,,1,,1
SHAGANAPPI,Commercial Robbery,,,,,,,,,,,,
SHAGANAPPI,Street Robbery,,,1,1,,,,,1,,,
SHAGANAPPI,Violence  'Other' (Non-domestic),,,,,,,,,2,,,
SHAGANAPPI,Residential Break & Enter,,,,,,,3,,1,1,1,
SHAGANAPPI,Commercial Break & Enter,,,,1,1,,,1,,,,1
SHAGANAPPI,Theft OF Vehicle,,2,2,,1,,,,,,,
SHAGANAPPI,Theft FROM Vehicle,2,2,1,1,6,2,4,,1,1,3,3
SHAGANAPPI,Social Disorder,8,9,6,9,15,16,17,20,16,11,8,7
SHAGANAPPI,Physical Disorder,,5,,1,,2,,1,,,1,1
,,,,,,,,,,,,,
SHAWNEE SLOPES,Assault (Non-domestic),,1,,,,,,,,,,
SHAWNEE SLOPES,Commercial Robbery,,,,,,,,,,,,
SHAWNEE SLOPES,Street Robbery,,,,,,,,,,,,
SHAWNEE SLOPES,Violence  'Other' (Non-domestic),,1,,,,,,,1,,,
SHAWNEE SLOPES,Residential Break & Enter,,,,1,2,,2,,,,,
SHAWNEE SLOPES,Commercial Break & Enter,,,,1,,2,,,,,,2
SHAWNEE SLOPES,Theft OF Vehicle,,,,,1,,,,,1,,
SHAWNEE SLOPES,Theft FROM Vehicle,1,,2,1,2,1,,2,2,,2,
SHAWNEE SLOPES,Social Disorder,4,2,12,7,7,8,13,2,8,7,8,2
SHAWNEE SLOPES,Physical Disorder,,,1,3,,1,,,,3,,1
,,,,,,,,,,,,,
SHAWNESSY,Assault (Non-domestic),5,1,1,1,3,2,,3,1,1,2,1
SHAWNESSY,Commercial Robbery,2,,,,,,,3,,,,
SHAWNESSY,Street Robbery,,,,,,,1,1,,,,
SHAWNESSY,Violence  'Other' (Non-domestic),1,,,,1,,1,2,,2,1,1
SHAWNESSY,Residential Break & Enter,,2,1,5,1,9,5,1,7,,,
SHAWNESSY,Commercial Break & Enter,,1,,2,,1,3,1,2,7,,3
SHAWNESSY,Theft OF Vehicle,4,3,3,3,2,2,2,2,4,1,5,4
SHAWNESSY,Theft FROM Vehicle,6,7,6,10,8,5,5,11,10,12,9,6
SHAWNESSY,Social Disorder,76,87,114,105,117,97,122,102,68,88,91,101
SHAWNESSY,Physical Disorder,4,11,3,8,3,3,7,2,5,4,6,5
,,,,,,,,,,,,,
SHEPARD INDUSTRIAL,Assault (Non-domestic),2,,,,1,,2,1,,2,,1
SHEPARD INDUSTRIAL,Commercial Robbery,,,,,,,,,,,,
SHEPARD INDUSTRIAL,Street Robbery,,,,,,,,,,1,,
SHEPARD INDUSTRIAL,Violence  'Other' (Non-domestic),,,,,,2,,,,,,
SHEPARD INDUSTRIAL,Residential Break & Enter,,,,,,,,,,,,1
SHEPARD INDUSTRIAL,Commercial Break & Enter,,2,1,2,,1,1,1,2,,,
SHEPARD INDUSTRIAL,Theft OF Vehicle,1,2,1,2,3,2,2,,,2,1,1
SHEPARD INDUSTRIAL,Theft FROM Vehicle,3,2,5,2,1,5,,4,2,7,2,4
SHEPARD INDUSTRIAL,Social Disorder,7,19,14,9,15,15,15,20,5,14,8,16
SHEPARD INDUSTRIAL,Physical Disorder,,5,2,1,2,2,2,1,,,,1
,,,,,,,,,,,,,
SHERWOOD,Assault (Non-domestic),1,,,,,,,,1,,,1
SHERWOOD,Commercial Robbery,,,,,,,,,,,,
SHERWOOD,Street Robbery,,,,,,,,,,,,
SHERWOOD,Violence  'Other' (Non-domestic),,1,,1,,,,,,,,
SHERWOOD,Residential Break & Enter,,,,,,,,,,,,
SHERWOOD,Commercial Break & Enter,,1,2,,,1,,4,,,,2
SHERWOOD,Theft OF Vehicle,1,,,1,1,,,,1,,1,1
SHERWOOD,Theft FROM Vehicle,1,1,,1,,,1,1,,1,4,3
SHERWOOD,Social Disorder,13,11,5,17,7,9,12,8,9,6,13,8
SHERWOOD,Physical Disorder,1,1,2,2,,1,,1,1,1,1,2
,,,,,,,,,,,,,
SIGNAL HILL,Assault (Non-domestic),2,1,,,,1,,1,,,1,2
SIGNAL HILL,Commercial Robbery,1,1,1,,,,1,1,,,,1
SIGNAL HILL,Street Robbery,,,,1,,,,,,,,2
SIGNAL HILL,Violence  'Other' (Non-domestic),,,,,,,,1,,,,
SIGNAL HILL,Residential Break & Enter,,1,1,3,1,1,4,2,6,2,2,1
SIGNAL HILL,Commercial Break & Enter,,3,5,1,4,1,4,5,3,1,2,2
SIGNAL HILL,Theft OF Vehicle,2,3,1,1,2,3,3,1,1,,1,6
SIGNAL HILL,Theft FROM Vehicle,2,2,4,4,7,13,6,10,6,4,7,6
SIGNAL HILL,Social Disorder,23,47,55,44,27,62,61,69,51,56,54,46
SIGNAL HILL,Physical Disorder,2,2,7,1,4,1,5,4,4,2,3,4
,,,,,,,,,,,,,
SILVER SPRINGS,Assault (Non-domestic),,,,,,,,,1,2,2,2
SILVER SPRINGS,Commercial Robbery,,,,,,,,,,,,
SILVER SPRINGS,Street Robbery,,,,,,,,,,,,
SILVER SPRINGS,Violence  'Other' (Non-domestic),1,,,,1,1,,,,,1,
SILVER SPRINGS,Residential Break & Enter,1,,1,1,2,3,3,2,3,5,1,1
SILVER SPRINGS,Commercial Break & Enter,,,,,,1,,1,,1,,
SILVER SPRINGS,Theft OF Vehicle,1,1,2,1,3,3,4,2,,1,,3
SILVER SPRINGS,Theft FROM Vehicle,2,5,,3,5,4,10,4,6,7,6,5
SILVER SPRINGS,Social Disorder,11,12,7,18,17,22,20,23,18,17,14,15
SILVER SPRINGS,Physical Disorder,2,1,,1,4,2,2,,1,4,2,
,,,,,,,,,,,,,
SILVERADO,Assault (Non-domestic),,,,,,,,1,,,1,
SILVERADO,Commercial Robbery,,,,,,,,,,,,
SILVERADO,Street Robbery,,,,,,,,,,,,
SILVERADO,Violence  'Other' (Non-domestic),,,,,,,,,,,,
SILVERADO,Residential Break & Enter,,3,3,5,1,3,3,2,2,1,,1
SILVERADO,Commercial Break & Enter,,,,,,1,,,,,,
SILVERADO,Theft OF Vehicle,,3,,1,1,,1,,2,4,4,2
SILVERADO,Theft FROM Vehicle,,1,3,5,1,1,2,2,8,3,5,4
SILVERADO,Social Disorder,10,14,15,8,9,10,26,12,14,19,14,6
SILVERADO,Physical Disorder,,,,2,1,1,3,,,,1,
,,,,,,,,,,,,,
SKYLINE EAST,Assault (Non-domestic),,,,,,,,,,,,
SKYLINE EAST,Commercial Robbery,,,,,,,,,,,,
SKYLINE EAST,Street Robbery,,,,,,,,,,,,
SKYLINE EAST,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
SKYLINE EAST,Residential Break & Enter,,,,,,,,,,,,
SKYLINE EAST,Commercial Break & Enter,,,1,1,,,,,,,,
SKYLINE EAST,Theft OF Vehicle,,,,,1,,,,1,1,,
SKYLINE EAST,Theft FROM Vehicle,,,,,1,,4,,,1,,1
SKYLINE EAST,Social Disorder,2,3,2,3,1,2,4,4,1,4,2,2
SKYLINE EAST,Physical Disorder,,,1,,,,,1,1,,,
,,,,,,,,,,,,,
SKYLINE WEST,Assault (Non-domestic),,,,,,,,,,,2,
SKYLINE WEST,Commercial Robbery,,,,,,,,,,,,
SKYLINE WEST,Street Robbery,,,,,,,,,,,,
SKYLINE WEST,Violence  'Other' (Non-domestic),,,,,,,,,,,,
SKYLINE WEST,Residential Break & Enter,,,,,,,,,,,,
SKYLINE WEST,Commercial Break & Enter,,,,,,,,,,,,1
SKYLINE WEST,Theft OF Vehicle,,,,,,,,,,,,1
SKYLINE WEST,Theft FROM Vehicle,,,,,,,,,,,,1
SKYLINE WEST,Social Disorder,4,5,1,5,,7,5,4,5,3,4,1
SKYLINE WEST,Physical Disorder,,,,,,2,2,,,1,,
,,,,,,,,,,,,,
SKYVIEW RANCH,Assault (Non-domestic),,,1,1,,,,,,,,2
SKYVIEW RANCH,Commercial Robbery,,,,,,,,,,,,
SKYVIEW RANCH,Street Robbery,,,,,,,,,,,,
SKYVIEW RANCH,Violence  'Other' (Non-domestic),,,1,1,1,1,,,2,,1,1
SKYVIEW RANCH,Residential Break & Enter,1,2,4,1,,1,2,2,5,4,2,2
SKYVIEW RANCH,Commercial Break & Enter,3,,1,,,8,3,,,,4,1
SKYVIEW RANCH,Theft OF Vehicle,2,3,2,3,1,,1,1,3,2,3,4
SKYVIEW RANCH,Theft FROM Vehicle,1,6,2,3,2,3,8,1,3,3,3,4
SKYVIEW RANCH,Social Disorder,15,17,21,18,22,20,18,28,22,16,21,21
SKYVIEW RANCH,Physical Disorder,6,1,1,2,,2,3,1,3,2,2,2
,,,,,,,,,,,,,
SOMERSET,Assault (Non-domestic),1,,1,,1,,1,,,,,2
SOMERSET,Commercial Robbery,,,,,,,,1,,,,
SOMERSET,Street Robbery,1,,,,,,,,,,,
SOMERSET,Violence  'Other' (Non-domestic),1,,,1,1,1,1,,,,,
SOMERSET,Residential Break & Enter,,,2,1,2,2,,2,2,3,1,
SOMERSET,Commercial Break & Enter,,1,,2,1,,,,3,1,1,
SOMERSET,Theft OF Vehicle,2,3,1,,1,,1,2,2,1,,
SOMERSET,Theft FROM Vehicle,1,2,4,3,1,3,4,2,6,5,2,1
SOMERSET,Social Disorder,21,19,20,18,20,27,23,21,22,13,28,17
SOMERSET,Physical Disorder,,1,1,,3,,1,1,2,2,,1
,,,,,,,,,,,,,
SOUTH AIRWAYS,Assault (Non-domestic),1,,,1,,,1,,,,,
SOUTH AIRWAYS,Commercial Robbery,,1,,,,,,,,,,
SOUTH AIRWAYS,Street Robbery,,,,,,,,,,,,
SOUTH AIRWAYS,Violence  'Other' (Non-domestic),,,,,,,1,,1,,2,
SOUTH AIRWAYS,Residential Break & Enter,,,,1,,,,,1,,,
SOUTH AIRWAYS,Commercial Break & Enter,1,2,2,4,2,1,5,5,5,,3,2
SOUTH AIRWAYS,Theft OF Vehicle,3,6,2,2,3,1,2,2,1,2,3,1
SOUTH AIRWAYS,Theft FROM Vehicle,5,5,2,3,6,1,5,3,1,4,1,7
SOUTH AIRWAYS,Social Disorder,5,11,14,9,10,11,17,12,11,10,3,6
SOUTH AIRWAYS,Physical Disorder,1,2,2,3,4,,3,1,1,2,3,4
,,,,,,,,,,,,,
SOUTH CALGARY,Assault (Non-domestic),,,,2,,,1,,,,,2
SOUTH CALGARY,Commercial Robbery,,,,,,,,,,,,
SOUTH CALGARY,Street Robbery,,,,,,,,,1,1,,
SOUTH CALGARY,Violence  'Other' (Non-domestic),,,,,,,,1,,,1,
SOUTH CALGARY,Residential Break & Enter,5,2,2,3,2,,3,4,3,,,5
SOUTH CALGARY,Commercial Break & Enter,,1,,,1,4,,2,1,2,1,6
SOUTH CALGARY,Theft OF Vehicle,,,1,4,5,,3,1,1,,3,5
SOUTH CALGARY,Theft FROM Vehicle,3,3,5,2,5,9,8,5,5,10,12,4
SOUTH CALGARY,Social Disorder,23,24,30,34,30,25,39,31,40,35,26,20
SOUTH CALGARY,Physical Disorder,4,3,2,1,2,,1,2,3,3,2,4
,,,,,,,,,,,,,
SOUTH FOOTHILLS,Assault (Non-domestic),,,,,,,,,,,,
SOUTH FOOTHILLS,Commercial Robbery,,,,,,,,,,,,
SOUTH FOOTHILLS,Street Robbery,,,,,,,,,,,,
SOUTH FOOTHILLS,Violence  'Other' (Non-domestic),,,,1,,1,,,,,,
SOUTH FOOTHILLS,Residential Break & Enter,,,,,,,,1,,1,,
SOUTH FOOTHILLS,Commercial Break & Enter,5,6,2,3,9,2,4,1,1,5,3,5
SOUTH FOOTHILLS,Theft OF Vehicle,3,,,,1,1,1,1,,2,,1
SOUTH FOOTHILLS,Theft FROM Vehicle,3,1,,,,,1,1,1,,,1
SOUTH FOOTHILLS,Social Disorder,2,5,2,1,2,2,5,7,5,2,5,
SOUTH FOOTHILLS,Physical Disorder,,,,,1,,,,1,1,1,1
,,,,,,,,,,,,,
SOUTHVIEW,Assault (Non-domestic),,,2,2,1,3,1,1,1,4,2,4
SOUTHVIEW,Commercial Robbery,,,,1,,1,,,,,,
SOUTHVIEW,Street Robbery,,,,1,,,,1,,,,
SOUTHVIEW,Violence  'Other' (Non-domestic),,,,1,,,,,,,1,1
SOUTHVIEW,Residential Break & Enter,1,1,,3,1,1,1,1,,1,3,1
SOUTHVIEW,Commercial Break & Enter,1,,,,,1,1,,,,,1
SOUTHVIEW,Theft OF Vehicle,1,,1,3,1,1,3,,2,4,4,1
SOUTHVIEW,Theft FROM Vehicle,6,4,3,8,2,1,7,3,3,3,6,2
SOUTHVIEW,Social Disorder,28,41,41,50,45,59,65,66,57,34,35,40
SOUTHVIEW,Physical Disorder,10,1,1,3,1,,4,1,3,4,5,1
,,,,,,,,,,,,,
SOUTHWOOD,Assault (Non-domestic),2,1,,3,3,3,2,2,4,2,1,2
SOUTHWOOD,Commercial Robbery,1,,,1,,,,1,,,,
SOUTHWOOD,Street Robbery,,1,1,,,,,,,,1,
SOUTHWOOD,Violence  'Other' (Non-domestic),,2,1,1,3,3,,,1,,,
SOUTHWOOD,Residential Break & Enter,,3,6,2,2,4,4,5,,1,4,
SOUTHWOOD,Commercial Break & Enter,,1,,,1,1,,1,2,1,1,1
SOUTHWOOD,Theft OF Vehicle,3,3,1,1,3,7,,3,5,8,,1
SOUTHWOOD,Theft FROM Vehicle,6,6,3,6,8,9,4,13,9,12,10,10
SOUTHWOOD,Social Disorder,51,35,74,55,64,53,69,60,73,47,54,54
SOUTHWOOD,Physical Disorder,2,1,2,9,8,4,5,2,3,2,3,4
,,,,,,,,,,,,,
SPRINGBANK HILL,Assault (Non-domestic),,1,,,,,1,,,,1,
SPRINGBANK HILL,Commercial Robbery,,,,,,,,,,,,
SPRINGBANK HILL,Street Robbery,,,,,,,,,,,,
SPRINGBANK HILL,Violence  'Other' (Non-domestic),,,,,,,,,1,1,1,
SPRINGBANK HILL,Residential Break & Enter,4,2,3,5,1,9,7,6,1,2,1,1
SPRINGBANK HILL,Commercial Break & Enter,,,1,,,2,1,,,,,
SPRINGBANK HILL,Theft OF Vehicle,1,1,,1,,3,,,3,1,,1
SPRINGBANK HILL,Theft FROM Vehicle,,3,3,7,3,10,3,4,3,7,2,4
SPRINGBANK HILL,Social Disorder,11,18,17,18,13,15,23,21,21,24,38,17
SPRINGBANK HILL,Physical Disorder,1,1,3,2,1,2,1,,1,1,2,1
,,,,,,,,,,,,,
SPRUCE CLIFF,Assault (Non-domestic),1,,,,1,,1,,1,,1,
SPRUCE CLIFF,Commercial Robbery,,,,,,,,,,,,
SPRUCE CLIFF,Street Robbery,,,,,,,,,,,,
SPRUCE CLIFF,Violence  'Other' (Non-domestic),,,,,1,1,1,,,,,
SPRUCE CLIFF,Residential Break & Enter,2,1,,3,1,1,1,,1,3,1,
SPRUCE CLIFF,Commercial Break & Enter,,1,,,,,1,1,1,,3,1
SPRUCE CLIFF,Theft OF Vehicle,1,,1,,,,2,,1,3,1,
SPRUCE CLIFF,Theft FROM Vehicle,2,1,,4,1,2,4,1,2,2,3,
SPRUCE CLIFF,Social Disorder,38,31,24,22,20,31,53,52,61,47,41,34
SPRUCE CLIFF,Physical Disorder,1,1,2,1,5,1,3,2,2,,,1
,,,,,,,,,,,,,
ST. ANDREWS HEIGHTS,Assault (Non-domestic),1,,1,,3,4,2,,2,2,4,1
ST. ANDREWS HEIGHTS,Commercial Robbery,,,,,,,,,,,,
ST. ANDREWS HEIGHTS,Street Robbery,,,,,,,,,,,,
ST. ANDREWS HEIGHTS,Violence  'Other' (Non-domestic),1,1,,,,1,1,,1,,,1
ST. ANDREWS HEIGHTS,Residential Break & Enter,,,1,2,,1,,,1,,2,1
ST. ANDREWS HEIGHTS,Commercial Break & Enter,1,,,1,1,,,,,,,
ST. ANDREWS HEIGHTS,Theft OF Vehicle,,,2,2,,,,3,1,,2,
